"REF_DATE","GEO","DGUID","Variable","Sub-sector","Activity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595307","5.1.2.1","12","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595308","5.1.2.2","1","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595309","5.1.2.3","0","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595310","5.1.2.4","1","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595311","5.1.2.5","2","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595312","5.1.2.6","0","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595313","5.1.2.7","0","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595314","5.1.2.8","0","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595315","5.1.2.9","0","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595316","5.1.2.10","0","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595317","5.1.2.11","2","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595318","5.1.2.12","3","","","","0"
"2008","New Brunswick","2016A000213","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595319","5.1.2.13","1","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595125","6.1.1.1","543","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595126","6.1.1.2","15","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595127","6.1.1.3","112","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595128","6.1.1.4","256","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595129","6.1.1.5","77","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595130","6.1.1.6","0","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595131","6.1.1.7","4","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595132","6.1.1.8","2","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595133","6.1.1.9","6","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595134","6.1.1.10","1","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595135","6.1.1.11","13","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595136","6.1.1.12","39","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595137","6.1.1.13","15","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595320","6.1.2.1","164","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595321","6.1.2.2","15","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595322","6.1.2.3","19","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595323","6.1.2.4","3","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595324","6.1.2.5","44","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595325","6.1.2.6","0","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595326","6.1.2.7","4","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595327","6.1.2.8","2","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595328","6.1.2.9","6","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595329","6.1.2.10","1","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595330","6.1.2.11","13","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595331","6.1.2.12","39","","","","0"
"2008","Quebec","2016A000224","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595332","6.1.2.13","15","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595138","7.1.1.1","723","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595139","7.1.1.2","23","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595140","7.1.1.3","186","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595141","7.1.1.4","278","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595142","7.1.1.5","84","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595143","7.1.1.6","0","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595144","7.1.1.7","6","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595145","7.1.1.8","4","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595146","7.1.1.9","10","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595147","7.1.1.10","2","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595148","7.1.1.11","31","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595149","7.1.1.12","66","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595150","7.1.1.13","31","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595333","7.1.2.1","266","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595334","7.1.2.2","23","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595335","7.1.2.3","23","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595336","7.1.2.4","18","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595337","7.1.2.5","51","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595338","7.1.2.6","0","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595339","7.1.2.7","6","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595340","7.1.2.8","4","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595341","7.1.2.9","10","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595342","7.1.2.10","2","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595343","7.1.2.11","31","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595344","7.1.2.12","66","","","","0"
"2008","Ontario","2016A000235","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595345","7.1.2.13","31","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595151","8.1.1.1","99","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595152","8.1.1.2","3","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595153","8.1.1.3","16","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595154","8.1.1.4","51","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595155","8.1.1.5","16","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595156","8.1.1.6","0","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595157","8.1.1.7","1","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595158","8.1.1.8","0","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595159","8.1.1.9","1","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595160","8.1.1.10","0","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595161","8.1.1.11","3","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595162","8.1.1.12","5","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595163","8.1.1.13","3","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595346","8.1.2.1","29","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595347","8.1.2.2","3","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595348","8.1.2.3","3","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595349","8.1.2.4","1","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595350","8.1.2.5","9","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595351","8.1.2.6","0","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595352","8.1.2.7","1","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595353","8.1.2.8","0","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595354","8.1.2.9","1","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595355","8.1.2.10","0","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595356","8.1.2.11","3","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595357","8.1.2.12","5","","","","0"
"2008","Manitoba","2016A000246","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595358","8.1.2.13","3","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595164","9.1.1.1","76","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595165","9.1.1.2","2","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595166","9.1.1.3","15","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595167","9.1.1.4","39","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595168","9.1.1.5","10","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595169","9.1.1.6","0","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595170","9.1.1.7","0","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595171","9.1.1.8","0","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595172","9.1.1.9","1","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595173","9.1.1.10","0","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595174","9.1.1.11","3","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595175","9.1.1.12","4","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595176","9.1.1.13","2","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595359","9.1.2.1","18","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595360","9.1.2.2","2","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595361","9.1.2.3","1","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595362","9.1.2.4","0","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595363","9.1.2.5","4","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595364","9.1.2.6","0","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595365","9.1.2.7","0","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595366","9.1.2.8","0","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595367","9.1.2.9","1","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595368","9.1.2.10","0","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595369","9.1.2.11","3","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595370","9.1.2.12","4","","","","0"
"2008","Saskatchewan","2016A000247","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595371","9.1.2.13","2","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595177","10.1.1.1","238","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595178","10.1.1.2","8","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595179","10.1.1.3","50","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595180","10.1.1.4","116","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595181","10.1.1.5","26","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595182","10.1.1.6","0","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595183","10.1.1.7","2","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595184","10.1.1.8","1","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595185","10.1.1.9","3","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595186","10.1.1.10","0","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595187","10.1.1.11","8","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595188","10.1.1.12","17","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595189","10.1.1.13","6","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595372","10.1.2.1","65","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595373","10.1.2.2","8","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595374","10.1.2.3","6","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595375","10.1.2.4","2","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595376","10.1.2.5","12","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595377","10.1.2.6","0","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595378","10.1.2.7","2","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595379","10.1.2.8","1","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595380","10.1.2.9","3","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595381","10.1.2.10","0","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595382","10.1.2.11","8","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595383","10.1.2.12","17","","","","0"
"2008","Alberta","2016A000248","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595384","10.1.2.13","6","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595190","11.1.1.1","268","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595191","11.1.1.2","9","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595192","11.1.1.3","68","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595193","11.1.1.4","112","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595194","11.1.1.5","31","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595195","11.1.1.6","0","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595196","11.1.1.7","4","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595197","11.1.1.8","1","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595198","11.1.1.9","3","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595199","11.1.1.10","1","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595200","11.1.1.11","11","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595201","11.1.1.12","22","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595202","11.1.1.13","7","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595385","11.1.2.1","88","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595386","11.1.2.2","9","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595387","11.1.2.3","11","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595388","11.1.2.4","3","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595389","11.1.2.5","17","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595390","11.1.2.6","0","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595391","11.1.2.7","4","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595392","11.1.2.8","1","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595393","11.1.2.9","3","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595394","11.1.2.10","1","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595395","11.1.2.11","11","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595396","11.1.2.12","22","","","","0"
"2008","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595397","11.1.2.13","7","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595203","12.1.1.1","2","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595204","12.1.1.2","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595205","12.1.1.3","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595206","12.1.1.4","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595207","12.1.1.5","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595208","12.1.1.6","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595209","12.1.1.7","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595210","12.1.1.8","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595211","12.1.1.9","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595212","12.1.1.10","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595213","12.1.1.11","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595214","12.1.1.12","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595215","12.1.1.13","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595398","12.1.2.1","1","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595399","12.1.2.2","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595400","12.1.2.3","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595401","12.1.2.4","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595402","12.1.2.5","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595403","12.1.2.6","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595404","12.1.2.7","0","","","","0"
"2008","Yukon","2016A000260","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595405","12.1.2.8","0","","","","0"
