"REF_DATE","GEO","DGUID","Variable","Sub-sector","Activity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595177","10.1.1.1","261","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595178","10.1.1.2","9","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595179","10.1.1.3","51","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595180","10.1.1.4","124","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595181","10.1.1.5","30","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595182","10.1.1.6","0","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595183","10.1.1.7","3","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595184","10.1.1.8","1","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595185","10.1.1.9","3","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595186","10.1.1.10","1","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595187","10.1.1.11","9","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595188","10.1.1.12","21","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595189","10.1.1.13","10","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595372","10.1.2.1","78","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595373","10.1.2.2","9","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595374","10.1.2.3","7","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595375","10.1.2.4","2","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595376","10.1.2.5","14","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595377","10.1.2.6","0","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595378","10.1.2.7","3","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595379","10.1.2.8","1","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595380","10.1.2.9","3","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595381","10.1.2.10","1","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595382","10.1.2.11","9","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595383","10.1.2.12","21","","","","0"
"2014","Alberta","2016A000248","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595384","10.1.2.13","10","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595190","11.1.1.1","295","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595191","11.1.1.2","9","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595192","11.1.1.3","73","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595193","11.1.1.4","120","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595194","11.1.1.5","37","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595195","11.1.1.6","0","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595196","11.1.1.7","4","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595197","11.1.1.8","1","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595198","11.1.1.9","4","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595199","11.1.1.10","1","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595200","11.1.1.11","11","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595201","11.1.1.12","25","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595202","11.1.1.13","10","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595385","11.1.2.1","104","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595386","11.1.2.2","9","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595387","11.1.2.3","14","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595388","11.1.2.4","3","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595389","11.1.2.5","21","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595390","11.1.2.6","0","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595391","11.1.2.7","4","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595392","11.1.2.8","1","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595393","11.1.2.9","4","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595394","11.1.2.10","1","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595395","11.1.2.11","11","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595396","11.1.2.12","25","","","","0"
"2014","British Columbia","2016A000259","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595397","11.1.2.13","10","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595203","12.1.1.1","2","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595204","12.1.1.2","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595205","12.1.1.3","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595206","12.1.1.4","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595207","12.1.1.5","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595208","12.1.1.6","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595209","12.1.1.7","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595210","12.1.1.8","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595211","12.1.1.9","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595212","12.1.1.10","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595213","12.1.1.11","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595214","12.1.1.12","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595215","12.1.1.13","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595398","12.1.2.1","1","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595399","12.1.2.2","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595400","12.1.2.3","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595401","12.1.2.4","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595402","12.1.2.5","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595403","12.1.2.6","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595404","12.1.2.7","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595405","12.1.2.8","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595406","12.1.2.9","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595407","12.1.2.10","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595408","12.1.2.11","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595409","12.1.2.12","0","","","","0"
"2014","Yukon","2016A000260","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595410","12.1.2.13","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595216","13.1.1.1","4","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595217","13.1.1.2","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595218","13.1.1.3","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595219","13.1.1.4","2","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595220","13.1.1.5","1","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595221","13.1.1.6","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595222","13.1.1.7","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595223","13.1.1.8","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595224","13.1.1.9","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595225","13.1.1.10","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595226","13.1.1.11","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595227","13.1.1.12","1","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595228","13.1.1.13","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595411","13.1.2.1","1","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595412","13.1.2.2","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595413","13.1.2.3","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595414","13.1.2.4","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595415","13.1.2.5","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595416","13.1.2.6","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595417","13.1.2.7","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595418","13.1.2.8","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595419","13.1.2.9","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595420","13.1.2.10","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595421","13.1.2.11","0","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595422","13.1.2.12","1","","","","0"
"2014","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595423","13.1.2.13","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595229","14.1.1.1","1","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595230","14.1.1.2","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595231","14.1.1.3","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595232","14.1.1.4","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595233","14.1.1.5","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595234","14.1.1.6","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595235","14.1.1.7","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595236","14.1.1.8","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595237","14.1.1.9","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595238","14.1.1.10","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595239","14.1.1.11","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595240","14.1.1.12","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595241","14.1.1.13","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595424","14.1.2.1","1","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595425","14.1.2.2","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595426","14.1.2.3","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595427","14.1.2.4","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595428","14.1.2.5","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595429","14.1.2.6","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595430","14.1.2.7","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595431","14.1.2.8","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595432","14.1.2.9","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595433","14.1.2.10","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595434","14.1.2.11","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595435","14.1.2.12","0","","","","0"
"2014","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595436","14.1.2.13","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595242","15.1.1.1","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595243","15.1.1.2","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595244","15.1.1.3","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595245","15.1.1.4","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595246","15.1.1.5","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595247","15.1.1.6","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595248","15.1.1.7","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595249","15.1.1.8","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595250","15.1.1.9","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595251","15.1.1.10","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595252","15.1.1.11","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595253","15.1.1.12","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595254","15.1.1.13","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595437","15.1.2.1","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595438","15.1.2.2","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595439","15.1.2.3","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595440","15.1.2.4","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595441","15.1.2.5","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595442","15.1.2.6","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595443","15.1.2.7","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595444","15.1.2.8","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595445","15.1.2.9","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595446","15.1.2.10","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595447","15.1.2.11","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595448","15.1.2.12","0","","","","0"
"2014","Outside Canada","","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595449","15.1.2.13","0","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595060","1.1.1.1","2329","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595061","1.1.1.2","76","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595062","1.1.1.3","508","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595063","1.1.1.4","1010","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595064","1.1.1.5","317","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595065","1.1.1.6","1","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595066","1.1.1.7","24","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595067","1.1.1.8","10","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595068","1.1.1.9","27","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595069","1.1.1.10","6","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595070","1.1.1.11","79","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595071","1.1.1.12","181","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595072","1.1.1.13","90","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595255","1.1.2.1","789","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595256","1.1.2.2","76","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595257","1.1.2.3","76","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595258","1.1.2.4","30","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595259","1.1.2.5","190","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595260","1.1.2.6","1","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595261","1.1.2.7","24","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595262","1.1.2.8","10","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595263","1.1.2.9","27","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595264","1.1.2.10","6","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595265","1.1.2.11","79","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595266","1.1.2.12","181","","","","0"
"2015","Canada","2016A000011124","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595267","1.1.2.13","90","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595073","2.1.1.1","41","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595074","2.1.1.2","1","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595075","2.1.1.3","9","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595076","2.1.1.4","21","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595077","2.1.1.5","4","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595078","2.1.1.6","0","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595079","2.1.1.7","0","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595080","2.1.1.8","0","","","","0"
